bildid	bil_landing_page	contributor	affiliation	award_number	project	consortium	bildirectory	generalmodality	technique	species	taxonomy	genotype	samplelocalid	size	pretty_size	number_of_files	file_types	frequencies
ace-bad-dud	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-dud	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176471	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176471	13768420	13.1M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-dry	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-dry	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176469	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176469	15701600	15.0M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-bad-bid	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bid	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176432	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176432	14985401	14.3M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-bad-bed	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bed	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176430	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176430	21906764	20.9M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-ask-war	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-war	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176391	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176391	13110728	12.5M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-wag	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-wag	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176390	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176390	14893280	14.2M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-vow	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-vow	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176389	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176389	10713131	10.2M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-ask-vex	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-vex	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176388	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176388	9949892	9.5M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-vat	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-vat	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176387	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176387	16389725	15.6M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-van	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-van	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176386	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176386	8531362	8.1M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-tug	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tug	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176383	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176383	13949005	13.3M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-ask-tub	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tub	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176382	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176382	15403875	14.7M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-try	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-try	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176381	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176381	10513888	10.0M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-ask-toy	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-toy	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176380	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176380	11562989	11.0M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-top	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-top	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176379	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176379	15974491	15.2M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-ask-tip	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tip	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176378	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176378	15603831	14.9M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-ask-tin	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tin	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176377	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176377	14649931	14.0M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-ask-tax	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tax	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176373	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176373	13719935	13.1M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-ask-tar	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tar	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176372	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176372	11611498	11.1M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-ask-tap	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tap	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176371	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176371	14912970	14.2M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-tan	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tan	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176370	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176370	8885243	8.5M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-ask-tag	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-tag	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176369	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176369	9749910	9.3M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-spa	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-spa	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176365	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176365	16432371	15.7M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-ask-soy	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-soy	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176364	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176364	10075862	9.6M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-sob	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-sob	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176363	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176363	9801856	9.3M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-ask-wax	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-wax	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176394	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176394	15142121	14.4M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-bet	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bet	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176431	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176431	15858243	15.1M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-web	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-web	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176395	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176395	14445881	13.8M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-ask-who	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-who	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176397	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176397	12102715	11.5M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-bad-bay	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bay	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176429	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176429	13671330	13.0M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-bad-bat	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bat	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176428	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176428	11786586	11.2M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-bar	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bar	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176427	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176427	14117886	13.5M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-bad-bag	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-bag	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176423	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176423	10564779	10.1M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-bad-ask	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-ask	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176421	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176421	18782329	17.9M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-ash	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-ash	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176420	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176420	17870301	17.0M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-art	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-art	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176419	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176419	13730529	13.1M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-ape	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-ape	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176416	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176416	20837618	19.9M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-bad-ant	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-ant	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176415	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176415	21532115	20.5M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-bad-and	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-and	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176414	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176414	16674750	15.9M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-bad-air	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-air	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176413	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176413	17845777	17.0M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-aim	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-aim	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176412	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176412	11440748	10.9M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-age	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-age	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176411	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176411	21931280	20.9M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.marker': 1, '.swc': 1}"
ace-bad-act	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-act	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176408	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176408	12458106	11.9M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.swc': 1, '.h5': 1}"
ace-bad-ace	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-ace	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176407	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176407	9153456	8.7M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-bad-zip	https://api.brainimagelibrary.org/web/view?bildid=ace-bad-zip	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176406	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176406	17583788	16.8M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.h5': 1, '.marker': 1}"
ace-ask-all	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-all	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176405	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176405	18465645	17.6M	3	"{'tracing': 2, 'other': 1}"	"{'.h5': 1, '.swc': 1, '.marker': 1}"
ace-ask-zoo	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-zoo	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176404	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176404	13016161	12.4M	3	"{'tracing': 2, 'other': 1}"	"{'.marker': 1, '.h5': 1, '.swc': 1}"
ace-ask-yes	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-yes	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176402	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176402	18252890	17.4M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-win	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-win	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176399	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176399	11671617	11.1M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-wig	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-wig	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176398	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176398	17170695	16.4M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-ask-wet	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-wet	AIBS/Seung/Tolias	Allen Institute for Brain Science	D16PC00003 (Baylor)	IARPA	Brain Initiative Cell Census Network (BICCN)	/bil/data/9a/d0/9ad0d3df8d000071/1043176396	cell morphology	EM	mouse	NCBI:txid10090	NA	1043176396	18130253	17.3M	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 1, '.marker': 1, '.h5': 1}"
ace-cup-soy	https://api.brainimagelibrary.org/web/view?bildid=ace-cup-soy	"Kalmbach, Brian"	Allen Institute for Brain Science 	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/ef/b9/efb9b12ba2fab63d/1161609703	cell morphology	Patch-seq	human	NCBI:txid9606		1161609703	683005	667.0K	3	"{'tracing': 2, 'other': 1}"	"{'.swc': 2, '.marker': 1}"
ace-big-new	https://api.brainimagelibrary.org/web/view?bildid=ace-big-new	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/902475622	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	902475622	192989	188.5K	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
ace-sap	https://api.brainimagelibrary.org/web/view?bildid=ace-sap	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/902511379	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	902511379	408523	398.9K	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
ace-big-nor	https://api.brainimagelibrary.org/web/view?bildid=ace-big-nor	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/902531223	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	902531223	324948	317.3K	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
ace-sat	https://api.brainimagelibrary.org/web/view?bildid=ace-sat	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/902498859	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	902498859	540419	527.8K	2	{'tracing': 2}	"{'.marker': 1, '.swc': 1}"
ace-big-lag	https://api.brainimagelibrary.org/web/view?bildid=ace-big-lag	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/857664466	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	857664466	285717	279.0K	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
add-car	https://api.brainimagelibrary.org/web/view?bildid=add-car	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/886544038	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	886544038	1092625	1.0M	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
add-cap	https://api.brainimagelibrary.org/web/view?bildid=add-cap	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/886539074	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	886539074	484454	473.1K	2	{'tracing': 2}	"{'.marker': 1, '.swc': 1}"
ace-set	https://api.brainimagelibrary.org/web/view?bildid=ace-set	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/880462484	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	880462484	341093	333.1K	2	{'tracing': 2}	"{'.marker': 1, '.swc': 1}"
ace-shy	https://api.brainimagelibrary.org/web/view?bildid=ace-shy	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/880352738	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	880352738	532853	520.4K	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
add-cub	https://api.brainimagelibrary.org/web/view?bildid=add-cub	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/894360289	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	894360289	1807630	1.7M	2	{'tracing': 2}	"{'.swc': 1, '.marker': 1}"
add-cot	https://api.brainimagelibrary.org/web/view?bildid=add-cot	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/69/fe/69fe931fee2b2215/893412652	cell morphology	PATCH-Seq	human	NCBI:txid9606	n/a	893412652	941313	919.3K	2	{'tracing': 2}	"{'.marker': 1, '.swc': 1}"
